fips_code,abb,county_name,total_pop,total_pop_urban,total_pop_rural,percent_rural
29159,MO,"Pettis County, Missouri",42201,26258,15943,37.77872562
29161,MO,"Phelps County, Missouri",45156,24283,20873,46.22420055
29163,MO,"Pike County, Missouri",18516,8447,10069,54.37999568
29165,MO,"Platte County, Missouri",89322,75202,14120,15.80797564
29167,MO,"Polk County, Missouri",31137,9693,21444,68.86983332
29169,MO,"Pulaski County, Missouri",52274,29257,23017,44.03144967
29171,MO,"Putnam County, Missouri",4979,0,4979,100
29173,MO,"Ralls County, Missouri",10167,396,9771,96.10504574
29175,MO,"Randolph County, Missouri",25414,13933,11481,45.17588731
29177,MO,"Ray County, Missouri",23494,5822,17672,75.2192049
29179,MO,"Reynolds County, Missouri",6696,0,6696,100
29181,MO,"Ripley County, Missouri",14100,0,14100,100
29183,MO,"St. Charles County, Missouri",360485,339467,21018,5.830478383
29185,MO,"St. Clair County, Missouri",9805,0,9805,100
29186,MO,"Ste. Genevieve County, Missouri",18145,4329,13816,76.14218793
29187,MO,"St. Francois County, Missouri",65359,39370,25989,39.76346027
29189,MO,"St. Louis County, Missouri",998954,987586,11368,1.137990338
29195,MO,"Saline County, Missouri",23370,12665,10705,45.80658964
29197,MO,"Schuyler County, Missouri",4431,0,4431,100
29199,MO,"Scotland County, Missouri",4843,0,4843,100
29201,MO,"Scott County, Missouri",39191,22906,16285,41.55290756
29203,MO,"Shannon County, Missouri",8441,0,8441,100
29205,MO,"Shelby County, Missouri",6373,0,6373,100
29207,MO,"Stoddard County, Missouri",29968,9053,20915,69.79111052
29209,MO,"Stone County, Missouri",32202,3643,28559,88.68703807
29211,MO,"Sullivan County, Missouri",6714,0,6714,100
29213,MO,"Taney County, Missouri",51675,29010,22665,43.86066763
29215,MO,"Texas County, Missouri",26008,205,25803,99.21178099
29217,MO,"Vernon County, Missouri",21159,8832,12327,58.25889692
29219,MO,"Warren County, Missouri",32513,12017,20496,63.03939962
29221,MO,"Washington County, Missouri",25195,4919,20276,80.47628498
29223,MO,"Wayne County, Missouri",13521,0,13521,100
29225,MO,"Webster County, Missouri",36202,9438,26764,73.92961715
29227,MO,"Worth County, Missouri",2171,0,2171,100
29229,MO,"Wright County, Missouri",18815,4398,14417,76.62503322
29510,MO,"St. Louis city, Missouri",319294,319293,1,0.000313191
30001,MT,"Beaverhead County, Montana",9246,4609,4637,50.15141683
30003,MT,"Big Horn County, Montana",12865,3614,9251,71.90827827
30005,MT,"Blaine County, Montana",6491,0,6491,100
30007,MT,"Broadwater County, Montana",5612,0,5612,100
30009,MT,"Carbon County, Montana",10078,0,10078,100
30011,MT,"Carter County, Montana",1160,0,1160,100
30013,MT,"Cascade County, Montana",81327,65207,16120,19.82121559
30015,MT,"Chouteau County, Montana",5813,0,5813,100
30017,MT,"Custer County, Montana",11699,9604,2095,17.90751346
30019,MT,"Daniels County, Montana",1751,0,1751,100
30021,MT,"Dawson County, Montana",8966,6494,2472,27.57082311
30023,MT,"Deer Lodge County, Montana",9298,6170,3128,33.64164336
30025,MT,"Fallon County, Montana",2890,0,2890,100
30027,MT,"Fergus County, Montana",11586,6090,5496,47.43656137
30029,MT,"Flathead County, Montana",90928,44114,46814,51.48469118
30031,MT,"Gallatin County, Montana",89513,59488,30025,33.54261392
30033,MT,"Garfield County, Montana",1206,0,1206,100
30035,MT,"Glacier County, Montana",13399,7502,5897,44.01074707
30037,MT,"Golden Valley County, Montana",884,0,884,100
30039,MT,"Granite County, Montana",3079,0,3079,100
30041,MT,"Hill County, Montana",16096,9657,6439,40.00372763
30043,MT,"Jefferson County, Montana",11406,0,11406,100
30045,MT,"Judith Basin County, Montana",2072,0,2072,100
30047,MT,"Lake County, Montana",28746,4763,23983,83.43073819
30049,MT,"Lewis and Clark County, Montana",63395,45055,18340,28.92972632
30051,MT,"Liberty County, Montana",2339,0,2339,100
30053,MT,"Lincoln County, Montana",19687,3978,15709,79.79377254
30055,MT,"McCone County, Montana",1734,0,1734,100
30057,MT,"Madison County, Montana",7691,0,7691,100
30059,MT,"Meagher County, Montana",1891,0,1891,100
30061,MT,"Mineral County, Montana",4223,0,4223,100
30063,MT,"Missoula County, Montana",109299,84896,24403,22.32682824
30065,MT,"Musselshell County, Montana",4538,0,4538,100
30067,MT,"Park County, Montana",15636,8172,7464,47.73599386
30069,MT,"Petroleum County, Montana",494,0,494,100
30071,MT,"Phillips County, Montana",4253,0,4253,100
30073,MT,"Pondera County, Montana",6153,2578,3575,58.10173899
30075,MT,"Powder River County, Montana",1743,0,1743,100
30077,MT,"Powell County, Montana",7027,3217,3810,54.21943931
30079,MT,"Prairie County, Montana",1179,0,1179,100
30081,MT,"Ravalli County, Montana",40212,6182,34030,84.62647966
30083,MT,"Richland County, Montana",9746,5438,4308,44.20274985
30085,MT,"Roosevelt County, Montana",10425,6283,4142,39.73141487
30087,MT,"Rosebud County, Montana",9233,0,9233,100
30089,MT,"Sanders County, Montana",11413,0,11413,100
30091,MT,"Sheridan County, Montana",3384,0,3384,100
30093,MT,"Silver Bow County, Montana",34200,30287,3913,11.44152047
30095,MT,"Stillwater County, Montana",9117,0,9117,100
30097,MT,"Sweet Grass County, Montana",3651,0,3651,100
30099,MT,"Teton County, Montana",6073,0,6073,100
30101,MT,"Toole County, Montana",5324,3037,2287,42.95642374
30103,MT,"Treasure County, Montana",718,0,718,100
30105,MT,"Valley County, Montana",7369,3301,4068,55.20423395
30107,MT,"Wheatland County, Montana",2168,0,2168,100
30109,MT,"Wibaux County, Montana",1017,0,1017,100
30111,MT,"Yellowstone County, Montana",147972,123278,24694,16.68829238
31001,NE,"Adams County, Nebraska",31364,24312,7052,22.48437699
31003,NE,"Antelope County, Nebraska",6685,0,6685,100
31005,NE,"Arthur County, Nebraska",460,0,460,100
31007,NE,"Banner County, Nebraska",690,0,690,100
31009,NE,"Blaine County, Nebraska",478,0,478,100
31011,NE,"Boone County, Nebraska",5505,0,5505,100
31013,NE,"Box Butte County, Nebraska",11308,8486,2822,24.95578352
31015,NE,"Boyd County, Nebraska",2099,0,2099,100
31017,NE,"Brown County, Nebraska",3145,0,3145,100
31019,NE,"Buffalo County, Nebraska",46102,31229,14873,32.26107327
31021,NE,"Burt County, Nebraska",6858,0,6858,100
31023,NE,"Butler County, Nebraska",8395,2879,5516,65.70577725
31025,NE,"Cass County, Nebraska",25241,6826,18415,72.95669744
31027,NE,"Cedar County, Nebraska",8852,0,8852,100
31029,NE,"Chase County, Nebraska",3966,0,3966,100
31031,NE,"Cherry County, Nebraska",5713,2713,3000,52.51181516
31033,NE,"Cheyenne County, Nebraska",9998,6373,3625,36.25725145
31035,NE,"Clay County, Nebraska",6542,0,6542,100
31037,NE,"Colfax County, Nebraska",10515,6255,4260,40.51355207
31039,NE,"Cuming County, Nebraska",9139,3180,5959,65.20407047
31041,NE,"Custer County, Nebraska",10939,3537,7402,67.66614864
31043,NE,"Dakota County, Nebraska",21006,16576,4430,21.08921261
31045,NE,"Dawes County, Nebraska",9182,5515,3667,39.93683293
31047,NE,"Dawson County, Nebraska",24326,17842,6484,26.65460824
31049,NE,"Deuel County, Nebraska",1941,0,1941,100
31051,NE,"Dixon County, Nebraska",6000,0,6000,100
31053,NE,"Dodge County, Nebraska",36691,27471,9220,25.12877817
31055,NE,"Douglas County, Nebraska",517110,505886,11224,2.170524647
31057,NE,"Dundy County, Nebraska",2008,0,2008,100
31059,NE,"Fillmore County, Nebraska",5890,0,5890,100
31061,NE,"Franklin County, Nebraska",3225,0,3225,100
31063,NE,"Frontier County, Nebraska",2756,0,2756,100
31065,NE,"Furnas County, Nebraska",4959,0,4959,100
31067,NE,"Gage County, Nebraska",22311,12405,9906,44.3996235
31069,NE,"Garden County, Nebraska",2057,0,2057,100
31071,NE,"Garfield County, Nebraska",2049,0,2049,100
31073,NE,"Gosper County, Nebraska",2044,0,2044,100
31075,NE,"Grant County, Nebraska",614,0,614,100
31077,NE,"Greeley County, Nebraska",2538,0,2538,100
31079,NE,"Hall County, Nebraska",58607,50036,8571,14.62453291
31081,NE,"Hamilton County, Nebraska",9124,4466,4658,51.0521701
31083,NE,"Harlan County, Nebraska",3423,0,3423,100
31085,NE,"Hayes County, Nebraska",967,0,967,100
31087,NE,"Hitchcock County, Nebraska",2908,0,2908,100
31089,NE,"Holt County, Nebraska",10435,3682,6753,64.71490177
31091,NE,"Hooker County, Nebraska",736,0,736,100
31093,NE,"Howard County, Nebraska",6274,0,6274,100
31095,NE,"Jefferson County, Nebraska",7547,3912,3635,48.16483371
31097,NE,"Johnson County, Nebraska",5217,0,5217,100
31099,NE,"Kearney County, Nebraska",6489,2949,3540,54.55386038
31101,NE,"Keith County, Nebraska",8368,4424,3944,47.13193117
31103,NE,"Keya Paha County, Nebraska",824,0,824,100
31105,NE,"Kimball County, Nebraska",3821,0,3821,100
31107,NE,"Knox County, Nebraska",8701,0,8701,100
31109,NE,"Lancaster County, Nebraska",285407,261852,23555,8.253126237
31111,NE,"Lincoln County, Nebraska",36288,25213,11075,30.51973104
31113,NE,"Logan County, Nebraska",763,0,763,100
31115,NE,"Loup County, Nebraska",632,0,632,100
31117,NE,"McPherson County, Nebraska",539,0,539,100
31119,NE,"Madison County, Nebraska",34876,25144,9732,27.90457621
31121,NE,"Merrick County, Nebraska",7845,3225,4620,58.89101338
31123,NE,"Morrill County, Nebraska",5042,0,5042,100
31125,NE,"Nance County, Nebraska",3735,0,3735,100
31127,NE,"Nemaha County, Nebraska",7248,3474,3774,52.06953642
31129,NE,"Nuckolls County, Nebraska",4500,0,4500,100
31131,NE,"Otoe County, Nebraska",15740,7066,8674,55.10800508
31133,NE,"Pawnee County, Nebraska",2773,0,2773,100
31135,NE,"Perkins County, Nebraska",2970,0,2970,100
31137,NE,"Phelps County, Nebraska",9188,5340,3848,41.88071397
31139,NE,"Pierce County, Nebraska",7266,0,7266,100
31141,NE,"Platte County, Nebraska",32237,22106,10131,31.42662158
31143,NE,"Polk County, Nebraska",5406,0,5406,100
31145,NE,"Red Willow County, Nebraska",11055,7563,3492,31.58751696
31147,NE,"Richardson County, Nebraska",8363,4133,4230,50.57993543
31149,NE,"Rock County, Nebraska",1526,0,1526,100
31151,NE,"Saline County, Nebraska",14200,6948,7252,51.07042254
31153,NE,"Sarpy County, Nebraska",158840,150463,8377,5.273860489
31155,NE,"Saunders County, Nebraska",20780,6964,13816,66.48700674
31157,NE,"Scotts Bluff County, Nebraska",36970,25946,11024,29.81877198
31159,NE,"Seward County, Nebraska",16750,6636,10114,60.38208955
31161,NE,"Sheridan County, Nebraska",5469,0,5469,100
31163,NE,"Sherman County, Nebraska",3152,0,3152,100
31165,NE,"Sioux County, Nebraska",1311,0,1311,100
31167,NE,"Stanton County, Nebraska",6129,1625,4504,73.48670256
31169,NE,"Thayer County, Nebraska",5228,0,5228,100
31171,NE,"Thomas County, Nebraska",647,0,647,100
31173,NE,"Thurston County, Nebraska",6940,0,6940,100
31175,NE,"Valley County, Nebraska",4260,0,4260,100
31177,NE,"Washington County, Nebraska",20234,7844,12390,61.23356726
31179,NE,"Wayne County, Nebraska",9595,5557,4038,42.08441897
31181,NE,"Webster County, Nebraska",3812,0,3812,100
31183,NE,"Wheeler County, Nebraska",818,0,818,100
31185,NE,"York County, Nebraska",13665,7633,6032,44.14196853
32001,NV,"Churchill County, Nevada",24877,16241,8636,34.7147968
32003,NV,"Clark County, Nevada",1951269,1925784,25485,1.306073125
32005,NV,"Douglas County, Nevada",46997,32168,14829,31.55307786
32007,NV,"Elko County, Nevada",48818,30340,18478,37.85079274
32009,NV,"Esmeralda County, Nevada",783,0,783,100
32011,NV,"Eureka County, Nevada",1987,0,1987,100
32013,NV,"Humboldt County, Nevada",16528,10268,6260,37.87512101
32015,NV,"Lander County, Nevada",5775,3520,2255,39.04761905
32017,NV,"Lincoln County, Nevada",5345,0,5345,100
32019,NV,"Lyon County, Nevada",51980,32780,19200,36.93728357
32021,NV,"Mineral County, Nevada",4772,3249,1523,31.91533948
32023,NV,"Nye County, Nevada",43946,28446,15500,35.27055932
32027,NV,"Pershing County, Nevada",6753,0,6753,100
32029,NV,"Storey County, Nevada",4010,295,3715,92.64339152
32031,NV,"Washoe County, Nevada",421407,403426,17981,4.266896373
32033,NV,"White Pine County, Nevada",10030,4681,5349,53.33000997
32510,NV,"Carson City, Nevada",55274,52599,2675,4.839526721
33001,NH,"Belknap County, New Hampshire",60088,20262,39826,66.2794568
33003,NH,"Carroll County, New Hampshire",47818,4685,43133,90.20243423
33005,NH,"Cheshire County, New Hampshire",77117,26979,50138,65.01549593
33007,NH,"Coos County, New Hampshire",33055,11159,21896,66.2411133
33009,NH,"Grafton County, New Hampshire",89118,27880,61238,68.71563545
33011,NH,"Hillsborough County, New Hampshire",400721,315803,84918,21.19130268
33013,NH,"Merrimack County, New Hampshire",146445,66467,79978,54.61299464
33015,NH,"Rockingham County, New Hampshire",295223,221718,73505,24.89812786
33017,NH,"Strafford County, New Hampshire",123143,83243,39900,32.40135452
33019,NH,"Sullivan County, New Hampshire",43742,15676,28066,64.16258973
34001,NJ,"Atlantic County, New Jersey",274549,239644,34905,12.71357754
34003,NJ,"Bergen County, New Jersey",905116,904197,919,0.101533947
34005,NJ,"Burlington County, New Jersey",448729,418834,29900,6.663264465
34007,NJ,"Camden County, New Jersey",513666,505349,8308,1.617393403
34009,NJ,"Cape May County, New Jersey",97265,80288,16977,17.45437722
34011,NJ,"Cumberland County, New Jersey",156898,120769,36129,23.02706217
34013,NJ,"Essex County, New Jersey",783969,783855,114,0.014541391
34015,NJ,"Gloucester County, New Jersey",288288,264228,24060,8.345820846
34017,NJ,"Hudson County, New Jersey",634277,634266,0,0
34019,NJ,"Hunterdon County, New Jersey",127351,64727,63622,49.9
34021,NJ,"Mercer County, New Jersey",367511,353749,12764,3.473093322
34023,NJ,"Middlesex County, New Jersey",809858,804397,5461,0.674315744
34025,NJ,"Monmouth County, New Jersey",630380,606870,23510,3.729496494
34027,NJ,"Morris County, New Jersey",492276,458952,33324,6.769373278
34029,NJ,"Ocean County, New Jersey",576567,559856,16711,2.898362202
34031,NJ,"Passaic County, New Jersey",501226,489146,12080,2.410090458
34033,NJ,"Salem County, New Jersey",66083,36147,29936,45.30060681
34035,NJ,"Somerset County, New Jersey",323444,304708,18736,5.792656534
34037,NJ,"Sussex County, New Jersey",149265,89783,59482,39.84993133
34039,NJ,"Union County, New Jersey",536499,536499,0,0
34041,NJ,"Warren County, New Jersey",108692,67862,40830,37.56486218
35001,NM,"Bernalillo County, New Mexico",662564,634766,27798,4.195519225
35003,NM,"Catron County, New Mexico",3725,0,3725,100
35005,NM,"Chaves County, New Mexico",65645,49727,15918,24.24860995
35006,NM,"Cibola County, New Mexico",27213,12152,15061,55.34487194
35007,NM,"Colfax County, New Mexico",13750,6551,7199,52.35636364
35009,NM,"Curry County, New Mexico",48376,41570,6806,14.06895981
35011,NM,"De Baca County, New Mexico",2022,0,2022,100
35013,NM,"Doña Ana County, New Mexico",209233,168871,40362,19.29045609
35015,NM,"Eddy County, New Mexico",53829,42603,11226,20.8549295
35017,NM,"Grant County, New Mexico",29514,17014,12500,42.35278173
35019,NM,"Guadalupe County, New Mexico",4687,2621,2066,44.07936847
35021,NM,"Harding County, New Mexico",695,0,695,100
35023,NM,"Hidalgo County, New Mexico",4894,0,4894,100
35025,NM,"Lea County, New Mexico",64727,51114,13613,21.03140884
35027,NM,"Lincoln County, New Mexico",20497,9596,10901,53.18339269
35028,NM,"Los Alamos County, New Mexico",17950,15932,2018,11.24233983
35029,NM,"Luna County, New Mexico",25095,14903,10192,40.61366806
35031,NM,"McKinley County, New Mexico",71492,30471,41021,57.37844794
35033,NM,"Mora County, New Mexico",4881,0,4881,100
35035,NM,"Otero County, New Mexico",63799,44917,18880,29.59294033
35037,NM,"Quay County, New Mexico",9041,5283,3758,41.56619843
35039,NM,"Rio Arriba County, New Mexico",40246,20218,20028,49.7639517
35041,NM,"Roosevelt County, New Mexico",19846,12610,7236,36.46074776
35043,NM,"Sandoval County, New Mexico",131561,109119,22442,17.05824674
35045,NM,"San Juan County, New Mexico",130044,86266,43778,33.66399065
35047,NM,"San Miguel County, New Mexico",29393,15609,13784,46.89551934
35049,NM,"Santa Fe County, New Mexico",144170,107896,36274,25.16057432
35051,NM,"Sierra County, New Mexico",11988,7918,4070,33.95061728
35053,NM,"Socorro County, New Mexico",17866,8991,8875,49.67536102
35055,NM,"Taos County, New Mexico",32937,13686,19251,58.44794608
35057,NM,"Torrance County, New Mexico",16383,199,16184,98.78532625
35059,NM,"Union County, New Mexico",4549,0,4549,100
35061,NM,"Valencia County, New Mexico",76569,63758,12811,16.73131424
36001,NY,"Albany County, New York",304204,274708,29496,9.696124969
36003,NY,"Allegany County, New York",48946,10406,38540,78.73983574
36005,NY,"Bronx County, New York",1385108,1385069,39,0.002815665
36007,NY,"Broome County, New York",200600,148330,52270,26.05682951
36009,NY,"Cattaraugus County, New York",80317,30719,49598,61.75280451
36011,NY,"Cayuga County, New York",80026,35386,44640,55.78187089
36013,NY,"Chautauqua County, New York",134905,75732,59173,43.86271821
36015,NY,"Chemung County, New York",88830,67352,21478,24.17876843
36017,NY,"Chenango County, New York",50477,8373,42104,83.41224716
36019,NY,"Clinton County, New York",82128,29438,52690,64.15595169
36021,NY,"Columbia County, New York",63096,16848,46248,73.29783188
36023,NY,"Cortland County, New York",49336,27493,21843,44.27395816
36025,NY,"Delaware County, New York",47980,10381,37599,78.36390163
36027,NY,"Dutchess County, New York",297488,221928,75560,25.39934384
36029,NY,"Erie County, New York",919040,832615,86425,9.403834436
36031,NY,"Essex County, New York",39370,9899,29471,74.85648971
36033,NY,"Franklin County, New York",51599,19259,32340,62.67563325
36035,NY,"Fulton County, New York",55531,27558,27973,50.37366516
36037,NY,"Genesee County, New York",60079,24100,35979,59.8861499
36039,NY,"Greene County, New York",49221,13220,36001,73.14154528
36041,NY,"Hamilton County, New York",4836,0,4836,100
36043,NY,"Herkimer County, New York",64519,31092,33427,51.80954448
36045,NY,"Jefferson County, New York",116229,60382,55847,48.04910995
36047,NY,"Kings County, New York",2504700,2504663,37,0.001477223
36049,NY,"Lewis County, New York",27087,3562,23525,86.84978034
36051,NY,"Livingston County, New York",65393,29654,35739,54.65263866
36053,NY,"Madison County, New York",73442,30151,43291,58.94583481
36055,NY,"Monroe County, New York",744344,696334,48010,6.449974743
36057,NY,"Montgomery County, New York",50219,29660,20559,40.93868854
36059,NY,"Nassau County, New York",1339532,1336957,2575,0.192231317
36061,NY,"New York County, New York",1585873,1585873,0,0
36063,NY,"Niagara County, New York",216469,167892,48577,22.4406266
36065,NY,"Oneida County, New York",234878,157406,77472,32.98393208
36067,NY,"Onondaga County, New York",467026,408239,58787,12.58752189
36069,NY,"Ontario County, New York",107931,56698,51233,47.46828993
36071,NY,"Orange County, New York",372813,289524,83289,22.34069091
36073,NY,"Orleans County, New York",42883,16776,26107,60.87960264
36075,NY,"Oswego County, New York",122109,46701,75408,61.75466182
36077,NY,"Otsego County, New York",62259,18325,43934,70.56650444
36079,NY,"Putnam County, New York",99710,79220,20490,20.54959382
36081,NY,"Queens County, New York",2230722,2230722,0,0
36083,NY,"Rensselaer County, New York",159429,110784,48645,30.51201475
36085,NY,"Richmond County, New York",468730,468730,0,0
36087,NY,"Rockland County, New York",311687,309451,2236,0.717386352
36089,NY,"St. Lawrence County, New York",111944,42548,69396,61.99171014
36091,NY,"Saratoga County, New York",219607,153809,65798,29.96170432
36093,NY,"Schenectady County, New York",154727,142107,12620,8.156301098
36095,NY,"Schoharie County, New York",32749,5618,27131,82.84527772
36097,NY,"Schuyler County, New York",18343,3457,14886,81.15357357
36099,NY,"Seneca County, New York",35251,14574,20677,58.65649201
36101,NY,"Steuben County, New York",98990,39229,59761,60.37074452
36103,NY,"Suffolk County, New York",1493350,1454506,38844,2.601131684
36105,NY,"Sullivan County, New York",77547,20034,57513,74.16534489
36107,NY,"Tioga County, New York",51125,17557,33568,65.65867971
36109,NY,"Tompkins County, New York",101564,57543,44021,43.3431137
36111,NY,"Ulster County, New York",182493,98473,84020,46.04012209
36113,NY,"Warren County, New York",65707,43413,22294,33.92941391
36115,NY,"Washington County, New York",63216,20293,42923,67.89894963
36117,NY,"Wayne County, New York",93772,36855,56917,60.69722305
36119,NY,"Westchester County, New York",949113,918044,31069,3.273477447
36121,NY,"Wyoming County, New York",42155,15141,27014,64.08255248
36123,NY,"Yates County, New York",25348,7294,18054,71.22455421
37001,NC,"Alamance County, North Carolina",151131,107971,43160,28.55800597
37003,NC,"Alexander County, North Carolina",37198,10126,27072,72.77810635
37005,NC,"Alleghany County, North Carolina",11155,0,11155,100
37007,NC,"Anson County, North Carolina",26948,5791,21157,78.5104646
37009,NC,"Ashe County, North Carolina",27281,4129,23152,84.86492431
37011,NC,"Avery County, North Carolina",17797,1996,15801,88.78462662
37013,NC,"Beaufort County, North Carolina",47759,16429,31330,65.60020101
37015,NC,"Bertie County, North Carolina",21282,3566,17716,83.24405601
37017,NC,"Bladen County, North Carolina",35190,3085,32105,91.23330492
37019,NC,"Brunswick County, North Carolina",107431,61278,46153,42.96059797
37021,NC,"Buncombe County, North Carolina",238318,180932,57386,24.07959113
37023,NC,"Burke County, North Carolina",90912,52136,38776,42.65223513
37025,NC,"Cabarrus County, North Carolina",178011,143738,34273,19.25330457
37027,NC,"Caldwell County, North Carolina",83029,54444,28585,34.42773007
37029,NC,"Camden County, North Carolina",9980,45,9935,99.5490982
37031,NC,"Carteret County, North Carolina",66469,44798,21671,32.60316839
37033,NC,"Caswell County, North Carolina",23719,191,23528,99.1947384
37035,NC,"Catawba County, North Carolina",154358,107595,46763,30.29515801
37037,NC,"Chatham County, North Carolina",63505,21641,41864,65.92236832
37039,NC,"Cherokee County, North Carolina",27444,0,27444,100
37041,NC,"Chowan County, North Carolina",14793,4790,10003,67.61982019
37043,NC,"Clay County, North Carolina",10587,0,10587,100
37045,NC,"Cleveland County, North Carolina",98078,43360,54718,55.79028936
37047,NC,"Columbus County, North Carolina",58098,11274,46824,80.59485697
37049,NC,"Craven County, North Carolina",103505,74825,28680,27.70880634
37051,NC,"Cumberland County, North Carolina",319431,276729,42702,13.36814523
37053,NC,"Currituck County, North Carolina",23547,397,23150,98.31401028
37055,NC,"Dare County, North Carolina",33920,24097,9823,28.95931604
37057,NC,"Davidson County, North Carolina",162878,85699,77179,47.38454549
37059,NC,"Davie County, North Carolina",41240,12253,28987,70.2885548
37061,NC,"Duplin County, North Carolina",58505,7919,50586,86.46440475
37063,NC,"Durham County, North Carolina",269974,252528,15059,5.577944543
37065,NC,"Edgecombe County, North Carolina",56552,30930,25622,45.30697411
37067,NC,"Forsyth County, North Carolina",350670,324908,25762,7.346508113
37069,NC,"Franklin County, North Carolina",60619,8900,51719,85.31813458
37071,NC,"Gaston County, North Carolina",206086,165595,40491,19.64762284
37073,NC,"Gates County, North Carolina",12197,0,12197,100
37075,NC,"Graham County, North Carolina",8861,0,8861,100
37077,NC,"Granville County, North Carolina",57529,27112,32804,57.02167602
37079,NC,"Greene County, North Carolina",21362,0,21362,100
37081,NC,"Guilford County, North Carolina",488406,426406,62000,12.69435674
37083,NC,"Halifax County, North Carolina",54691,24772,29919,54.70552742
37085,NC,"Harnett County, North Carolina",114678,50549,64129,55.92092642
37087,NC,"Haywood County, North Carolina",59036,26306,32730,55.44074802
37089,NC,"Henderson County, North Carolina",106740,71227,35513,33.27056399
37091,NC,"Hertford County, North Carolina",24669,7737,16932,68.63675058
37093,NC,"Hoke County, North Carolina",46952,26692,20260,43.15045152
37095,NC,"Hyde County, North Carolina",5810,0,5810,100
37097,NC,"Iredell County, North Carolina",159437,98991,60446,37.91215339
37099,NC,"Jackson County, North Carolina",40271,10837,29434,73.08981649
37101,NC,"Johnston County, North Carolina",168878,80999,87879,52.03697344
37103,NC,"Jones County, North Carolina",10153,0,10153,100
37105,NC,"Lee County, North Carolina",57866,33120,24746,42.76431756
37107,NC,"Lenoir County, North Carolina",59495,32719,26776,45.00546264
37109,NC,"Lincoln County, North Carolina",78265,35569,42696,54.55312081
37111,NC,"McDowell County, North Carolina",44996,13363,31633,70.3018046
37113,NC,"Macon County, North Carolina",33922,6781,27141,80.01002299
37115,NC,"Madison County, North Carolina",20764,1948,18816,90.61837796
37117,NC,"Martin County, North Carolina",24505,5361,19144,78.12283208
37119,NC,"Mecklenburg County, North Carolina",919628,909830,9798,1.065430805
37121,NC,"Mitchell County, North Carolina",15579,2704,12875,82.64330188
37123,NC,"Montgomery County, North Carolina",27798,6439,21359,76.83646305
37125,NC,"Moore County, North Carolina",88247,43543,44704,50.65781273
37127,NC,"Nash County, North Carolina",95840,50256,45584,47.56260434
37129,NC,"New Hanover County, North Carolina",202667,198178,4489,2.214963462
37131,NC,"Northampton County, North Carolina",22099,2350,19749,89.36603466
37133,NC,"Onslow County, North Carolina",177772,130931,46841,26.34891884
37135,NC,"Orange County, North Carolina",133801,95625,38176,28.53192428
37137,NC,"Pamlico County, North Carolina",13144,0,13144,100
37139,NC,"Pasquotank County, North Carolina",40661,23860,16801,41.31969209
37141,NC,"Pender County, North Carolina",52217,16315,35902,68.75538618
37143,NC,"Perquimans County, North Carolina",13453,0,13453,100
37145,NC,"Person County, North Carolina",39464,9660,29804,75.52199473
37147,NC,"Pitt County, North Carolina",168148,125378,42770,25.43592549
37149,NC,"Polk County, North Carolina",20510,1585,18925,92.27206241
37151,NC,"Randolph County, North Carolina",141752,62027,79725,56.2425927
37153,NC,"Richmond County, North Carolina",46639,25404,21235,45.53056455
37155,NC,"Robeson County, North Carolina",134168,50161,84007,62.6132908
37157,NC,"Rockingham County, North Carolina",93643,35636,58007,61.94483304
37159,NC,"Rowan County, North Carolina",138428,84687,53741,38.82234808
37161,NC,"Rutherford County, North Carolina",67810,26418,41392,61.04114437
37163,NC,"Sampson County, North Carolina",63431,9538,53893,84.96318835
37165,NC,"Scotland County, North Carolina",36157,18660,17497,48.39173604
37167,NC,"Stanly County, North Carolina",60585,19561,41024,67.71313031
37169,NC,"Stokes County, North Carolina",47401,11520,35881,75.69671526
37171,NC,"Surry County, North Carolina",73673,22982,50691,68.80539682
37173,NC,"Swain County, North Carolina",13981,0,13981,100
37175,NC,"Transylvania County, North Carolina",33090,13356,19734,59.63735267
37177,NC,"Tyrrell County, North Carolina",4407,0,4407,100
37179,NC,"Union County, North Carolina",201292,146361,54931,27.28921169
37181,NC,"Vance County, North Carolina",45422,20858,24564,54.07952094
37183,NC,"Wake County, North Carolina",900993,846020,54973,6.101379256
37185,NC,"Warren County, North Carolina",20972,0,20972,100
37187,NC,"Washington County, North Carolina",13228,4265,8963,67.75778651
37189,NC,"Watauga County, North Carolina",51079,22763,28316,55.43569764
37191,NC,"Wayne County, North Carolina",122623,65721,56902,46.40401882
37193,NC,"Wilkes County, North Carolina",69340,18867,50473,72.79059706
37195,NC,"Wilson County, North Carolina",81234,49828,31406,38.66115173
37197,NC,"Yadkin County, North Carolina",38406,5885,32521,84.67687341
37199,NC,"Yancey County, North Carolina",17818,0,17818,100
38001,ND,"Adams County, North Dakota",2343,0,2343,100
38003,ND,"Barnes County, North Dakota",11066,6689,4377,39.55358757
38005,ND,"Benson County, North Dakota",6660,0,6660,100
38007,ND,"Billings County, North Dakota",783,0,783,100
38009,ND,"Bottineau County, North Dakota",6429,0,6429,100
38011,ND,"Bowman County, North Dakota",3151,0,3151,100
38013,ND,"Burke County, North Dakota",1968,0,1968,100
38015,ND,"Burleigh County, North Dakota",81308,66227,15081,18.54799036
38017,ND,"Cass County, North Dakota",149778,134149,15629,10.4347768
38019,ND,"Cavalier County, North Dakota",3993,0,3993,100
38021,ND,"Dickey County, North Dakota",5289,0,5289,100
